cod_uf,cod_munic,munic,agr10,agr11,agr12,agr13,ind10,ind11,ind12,ind13,ser1_10,ser1_11,ser1_12,ser1_13,apu10,apu11,apu12,apu13,vab10,vab11,vab12,vab13,imp10,imp11,imp12,imp13,pib10,pib11,pib12,pib13,pop10,pop11,pop12,pop13,pcap10,pcap11,pcap12,pcap13
33,3303104,Natividade,11361.024,12959.748,15900.932,15021.327,13408.206,10923.091,13923.515,18534.515,53975.829,58759.818,69047.873,75185.789,69117.423,75319.801,80976.634,96458.394,147862.482,157962.458,179848.954,205200.026,5832.186,8011.149,11385.309,17690.301,153694.668,165973.607,191234.263,222890.327,15077,15079,15076,15069,10193.98,11006.94,12684.68,14791.32
33,3303203,Nil¢polis,0,0,0,0,153338.614,142045.471,166827.827,190207.549,832582.03,865509.826,981624.089,1335790.836,617727.822,681311.762,708941.577,796638.739,1603648.465,1688867.06,1857393.493,2322637.123,119835.374,123746.153,140596.347,203695.05,1723483.839,1812613.212,1997989.84,2526332.174,157483,157710,157986,158288,10943.94,11493.33,12646.63,15960.35
33,3303302,Niter¢i,5324.473,8380.833,9837.869,13306.454,2080287.811,2894263.104,4253319.212,5048446.451,6713872.528,8133899.688,8663692.642,9690062.755,2179261.423,2448757.217,2588930.926,2944830.637,10978746.24,13485300.84,15515780.65,17696646.3,1558335.127,1800001.918,2124315.812,2211862.058,12537081.36,15285302.76,17640096.46,19908508.36,487327,489720,491807,494200,25726.22,31212.33,35867.92,40284.31
33,3303401,Nova Friburgo,42852.522,71959.97,75372.31,65483.333,498555.495,466551.5,566267.868,586228.7,1336716.943,1358805.748,1568872.773,1725810.599,780709.8,844257.113,896320.988,1005953.094,2658834.76,2741574.331,3106833.94,3383475.726,265420.885,273830.323,308487.209,333188.329,2924255.645,3015404.654,3415321.148,3716664.055,182016,182748,183391,184122,16065.93,16500.34,18623.17,20185.88
33,3303500,Nova Igua‡u,5889.329,5584.157,5853.61,6496.934,1240822.075,1489834.286,1499912.06,1831748.521,4892304.515,5274314.822,5665967.826,6115491.54,3093290.648,3401337.542,3563095.442,4125851.895,9232306.568,10171070.81,10734828.94,12079588.89,993096.846,1032228.101,1168094.465,1181864.215,10225403.41,11203298.91,11902923.4,13261453.1,795212,799047,801746,804815,12858.71,14020.83,14846.25,16477.64
33,3303609,Paracambi,2207.152,2571.88,2723.677,3369.802,31217.131,35547.464,43757.315,56086.83,192489.613,200974.445,223665.612,241698.83,196856.089,223066.738,238438.946,249711.554,422769.986,462160.527,508585.551,550867.016,30645.681,33552.59,38858.288,49224.384,453415.666,495713.117,547443.839,600091.4,47074,47635,48129,48705,9631.98,10406.49,11374.51,12320.94
33,3303708,Para¡ba do Sul,23043.397,26224.68,28941.87,35801.363,70384.287,77612.097,88166.403,102497.503,239576.525,242233.089,297300.437,293328.003,177268.684,194703.084,208588.107,238297.645,510272.893,540772.95,622996.818,669924.515,68511.018,68664.341,71340.214,87944.786,578783.911,609437.291,694337.032,757869.301,41088,41367,41639,41955,14086.45,14732.45,16675.16,18063.86
33,3303807,Paraty,9549.598,14319.116,16276.204,21350.299,284460.441,771640.202,1599325.689,1843558.346,303452.254,500013.608,783284.574,941988.224,187851.345,212284.271,241606.648,275736.648,785313.638,1498257.198,2640493.116,3082633.517,29402.863,44627.901,58725.414,70519.142,814716.5,1542885.099,2699218.53,3153152.659,37575,38147,38740,39434,21682.41,40445.78,69675.23,79960.25
33,3303856,Paty do Alferes,20970.907,27486.779,25500.72,31109.164,31863.871,28808.53,32887.569,39500.81,91842.849,105255.358,115215.505,122638.844,118523.349,131807.977,140746.594,161422.77,263200.976,293358.644,314350.388,354671.588,24756.264,27923.122,29114.949,39431.953,287957.24,321281.766,343465.337,394103.541,26381,26469,26575,26696,10915.33,12138.04,12924.38,14762.64
33,3303906,Petr¢polis,28704.961,41952.379,56460.929,59140.965,2032847.099,3041758.297,3178809.627,2478461.691,3068405.601,3690522.519,4005584.227,4105225.121,1263067.331,1382693.599,1511531.693,1694029.648,6393024.992,8156926.793,8752386.476,8336857.424,842917.674,1130607.705,1225943.263,1122178.821,7235942.666,9287534.499,9978329.739,9459036.245,296044,296565,297192,297888,24442.12,31317.03,33575.36,31753.67
33,3303955,Pinheiral,2127.312,2829.407,3087.542,3434.733,19178.885,24798.811,25252.15,31394.131,70394.93,72459.909,82077.019,92408.825,103104.819,115623.138,124455.909,137271.835,194805.946,215711.266,234872.62,264509.524,12856.809,11549.223,13220.519,15128.12,207662.755,227260.489,248093.139,279637.644,22724,22968,23208,23488,9138.48,9894.66,10689.98,11905.55
33,3304003,Pira¡,8435.419,10063.108,11174.188,11175.279,536359.872,581076.087,689534.477,564340.595,210495.855,227742.97,305399.624,334948.452,151199.809,166013.673,178032.362,206404.272,906490.955,984895.837,1184140.652,1116868.599,147925.375,161932.022,178611.295,228930.544,1054416.33,1146827.859,1362751.947,1345799.142,26309,26637,26948,27311,40078.16,43053.94,50569.69,49276.82
33,3304102,Porci£ncula,11704.973,20343.389,22520.896,19960.56,14920.897,15798.581,20067.906,26346.738,68222.143,79761.505,85058.356,89342.217,84004.604,94569.5,100230.044,115440.494,178852.617,210472.976,227877.202,251090.009,3534.462,6544.958,5868.046,13745.165,182387.079,217017.934,233745.247,264835.174,17771,17899,18034,18188,10263.19,12124.58,12961.36,14560.98
33,3304110,Porto Real,545.007,617.652,523.476,3680.914,1758499.981,1449959.595,1401414.046,1832203.519,1351335.866,1001535.631,890431.98,1057306.725,99787.445,124287.48,151175.497,180942.297,3210168.3,2576400.357,2443544.999,3074133.455,1965184.613,1971063.125,1607770.29,1441559.077,5175352.913,4547463.482,4051315.289,4515692.532,16574,16938,17272,17663,312257.33,268477,234559.71,255658.3
33,3304128,Quatis,6906.45,7805.962,10284.388,11917.988,116130.086,103665.035,65877.857,56008.19,72580.703,87974.964,90096.138,94682.275,60828.672,68203.369,74149.379,82227.083,256445.912,267649.329,240407.762,244835.536,14756.182,13424.79,11948.601,16509.267,271202.094,281074.119,252356.363,261344.803,12831,12952,13105,13283,21136.47,21701.21,19256.49,19675.13
33,3304144,Queimados,2778.196,2501.027,2376.351,2496.021,629318.442,745588.424,1249769.672,1513835.639,516568.034,585938.616,755516.201,958930.199,562629.7,617302.35,652110.795,746674.047,1711294.372,1951330.416,2659773.019,3221935.906,330299.626,376066.867,411952.823,458121.905,2041593.998,2327397.283,3071725.841,3680057.81,137938,139188,140374,141753,14800.81,16721.25,21882.44,25961.06
33,3304151,QuissamÆ,26238.994,34925.317,42133.11,50580.244,2570911.632,3105206.443,3812672.611,3231243.02,982360.884,1151783.228,1331363.818,1260696.027,159129.116,176950.465,211772.887,236315.144,3738640.626,4468865.453,5397942.427,4778834.434,53918.852,65294.614,72324.14,84824.996,3792559.478,4534160.067,5470266.567,4863659.431,20244,20747,21234,21806,187342.4,218545.34,257618.28,223042.26
33,3304201,Resende,16327.055,21307.278,23500.643,33205.433,2366919.025,2642014.87,2466508.693,3297974.968,1959131.328,1915106.799,2266923.995,2726181.411,544503.04,609557.847,643909.841,759672.259,4886880.448,5187986.794,5400843.172,6817034.07,881185.519,829313.04,1496115.194,2166846.155,5768065.967,6017299.834,6896958.366,8983880.225,119801,120938,122068,123385,48147.06,49755.25,56500.95,72811.77
33,3304300,Rio Bonito,7293.943,8020.18,6384.011,9247.928,270932.63,257037.798,268091.849,231221.014,549077.403,570725.544,613338.72,632665.952,254049.639,285555.655,312056.865,361621.758,1081353.615,1121339.177,1199871.446,1234756.652,91047.434,95934.151,113241,121702.64,1172401.049,1217273.328,1313112.446,1356459.292,55586,56001,56436,56942,21091.66,21736.64,23267.28,23821.77
33,3304409,Rio Claro,42389.83,44120.2,48190.899,60163.81,17323.527,9968.425,11802.379,15314.012,43065.174,46357.141,50402.265,59181.436,86841.442,96132.806,102731.979,120549.03,189619.972,196578.572,213127.522,255208.287,19106.802,17870.393,14412.671,36826.238,208726.775,214448.965,227540.193,292034.525,17401,17517,17606,17709,11995.1,12242.33,12924.01,16490.74
33,3304508,Rio das Flores,7425.865,8153.87,10254.444,10826.064,61349.483,39836.862,52888.824,37519.018,161696.852,260745.366,50244.989,45998.95,45406.329,51139.16,54826.435,62183.986,275878.53,359875.258,168214.692,156528.018,16212.451,15496.814,10396.987,13545.792,292090.982,375372.072,178611.678,170073.81,8545,8633,8703,8783,34182.68,43481.07,20523,19363.98
33,3304524,Rio das Ostras,5201.664,6811.725,7913.279,9458.617,5708870.943,8224092.689,9990932.59,9482138.123,2485823.152,3375802.005,3810787.179,4101826.746,535059.315,617677.115,745041.992,896112.915,8734955.075,12224383.53,14554675.04,14489536.4,233246.533,301643.629,362289.391,393906.836,8968201.608,12526027.16,14916964.43,14883443.24,105757,110992,116134,122196,84800.08,112855.23,128446.14,121799.76
33,3304557,Rio de Janeiro,30139.506,45669.626,55552.402,65295.003,27472262.76,29506694.66,33334375.97,37702220.87,105838022.8,116910574.8,128284417.1,144837385.3,27076703.89,30882543.08,32865725.52,37274179.68,160417129,177345482.2,194540071,219879080.8,47471125.8,51311594.65,57271095.96,62659746.09,207888254.8,228657076.8,251811167,282538826.9,6323037,6355949,6390290,6429923,32877.91,35975.29,39405.28,43941.25
33,3304607,Santa Maria Madalena,11649.121,13384.485,15383.976,15347.94,29251.014,5091.738,7615.532,7649.925,32083.659,32076.199,36802.2,37105.549,56843.099,62263.01,68889.83,76590.501,129826.893,112815.433,128691.538,136693.915,6859.925,6816.917,6867.394,12021.621,136686.817,119632.35,135558.932,148715.536,10321,10310,10298,10282,13243.56,11603.53,13163.62,14463.68
33,3304706,Santo Ant“nio de P dua,17654.608,29369.87,28032.446,27858.18,96740.906,88216.127,140641.297,169540.156,245296.519,273206.597,303720.615,361375.676,176898.047,194048.937,206172.798,235767.262,536590.081,584841.531,678567.156,794541.274,48826.27,57105.25,68626.166,71589.679,585416.35,641946.781,747193.322,866130.954,40569,40735,40876,41035,14430.14,15759.1,18279.51,21107.13
33,3304755,SÆo Francisco de Itabapoana,74852.542,132454.33,199567.666,215749.893,57697.17,72615.659,110418.377,98432.954,118866.804,143526.646,409034.068,604000.992,193130.482,214107.769,222291.489,248042.814,444546.998,562704.404,941311.6,1166226.654,36261.312,45036.276,93795.279,215160.078,480808.311,607740.68,1035106.879,1381386.732,41357,41371,41386,41397,11625.8,14690.02,25011.04,33369.25
33,3304805,SÆo Fid‚lis,38529.534,41118.483,45693.234,53862.09,48990.336,89032.431,126193.878,105655.345,123502.852,147393.748,211423.669,185995.282,163433.303,179124.242,190149.927,213841.433,374456.025,456668.904,573460.709,559354.15,21977.43,25771.009,41135.804,45558.525,396433.455,482439.913,614596.513,604912.675,37553,37601,37657,37717,10556.64,12830.51,16320.91,16038.2
33,3304904,SÆo Gon‡alo,16685.998,25771.264,30153.648,40647.425,1561554.244,1554033.152,1840945.632,2136992.436,4207617.567,4869505.873,5185865.722,5824651.717,3760094.454,4136870.211,4420310.595,5029580.878,9545952.263,10586180.5,11477275.6,13031872.46,913717.541,996471.456,1054976.377,1032516.902,10459669.8,11582651.96,12532251.97,14064389.36,999901,1008065,1016128,1025507,10460.71,11489.99,12333.34,13714.57
33,3305000,SÆo JoÆo da Barra,17888.261,27371.615,27248.315,30684.901,4276898.002,6485932.894,4900397.314,4805008.983,1510581.817,2208492.286,1609299.753,1764613.514,209684.982,245969.881,311053.714,384548.447,6015053.062,8967766.676,6847999.096,6984855.845,87887.261,119459.617,161825.182,245573.696,6102940.323,9087226.293,7009824.278,7230429.541,32767,33136,33512,33951,186252.64,274240.29,209173.56,212966.61
33,3305109,SÆo JoÆo de Meriti,303.928,478.719,558.661,764.046,346649.192,404757.368,376310.92,429065.901,2401888.694,3860425.059,2938012.952,3168492.394,1780979.492,1948799.659,2011615.081,2274722.952,4529821.305,6214460.805,5326497.613,5873045.294,522434.229,727224.831,699371.107,653260.75,5052255.535,6941685.637,6025868.72,6526306.043,459356,459379,460062,460799,10998.56,15111.02,13097.95,14163.02
33,3305133,SÆo Jos‚ de Ub ,20481.154,51169.285,48775.641,30000.692,6325.386,7248.803,9154.134,9586.874,16439.308,22967.135,27918.417,28383.324,33487.729,38047.374,41328.962,47657.976,76733.578,119432.596,127177.154,115628.866,-5497.433,5973.139,3673.402,11094.332,71236.145,125405.736,130850.556,126723.197,7003,7049,7093,7143,10172.23,17790.57,18447.84,17740.89
33,3305158,SÆo Jos‚ do Vale do Rio Preto,48630.933,58314.773,63581.225,73046.109,14874.964,13746.883,16393.763,20449.855,324519.06,189884.78,73761.558,79100.696,93531.972,104078.997,111564.681,124163.073,481556.93,366025.433,265301.226,296759.733,117065.311,65121.955,19058.919,44838,598622.241,431147.389,284360.146,341597.733,20252,20398,20540,20704,29558.67,21136.75,13844.21,16499.12
33,3305208,SÆo Pedro da Aldeia,10360.382,14221.536,16174.647,20667.005,101171.501,146022.894,208925.185,235176.479,377040.472,425968.074,495551.133,579594.201,370479.128,410824.887,440641.682,514591.858,859051.482,997037.391,1161292.648,1350029.542,76190.024,84781.879,93855.919,110002.83,935241.507,1081819.27,1255148.567,1460032.373,88013,89739,91542,93659,10626.17,12055.17,13711.18,15588.81
33,3305307,SÆo SebastiÆo do Alto,20733.776,20269.844,21704.879,21857.381,30579.268,4985.333,6823.788,8195.473,27536.641,24580.029,28760.172,32137.148,46496.244,50966.36,57207.973,63170.796,125345.929,100801.567,114496.811,125360.798,10643.633,7704.862,6439.595,14401.881,135989.562,108506.428,120936.406,139762.678,8906,8933,8970,9012,15269.43,12146.7,13482.32,15508.51
33,3305406,Sapucaia,21853.57,26201.127,26490.783,24551.849,65278.939,49240.187,78837.303,85377.305,203280.672,223404.846,244651.892,291783.761,83322.869,89004.804,97835.998,110891.852,373736.051,387850.964,447815.976,512604.768,69252.309,72545.262,82352.86,96487.502,442988.36,460396.226,530168.836,609092.269,17504,17554,17581,17610,25307.84,26227.43,30155.78,34587.86
33,3305505,Saquarema,10239.384,14569.054,15661.513,18798.097,200485.63,249056.112,357036.137,251479.332,842369.492,750106.959,806661.564,901145.221,320499.959,358907.608,395635.883,450077.212,1373594.465,1372639.733,1574995.097,1621499.862,94311.399,101133.608,120600.119,123818.64,1467905.863,1473773.342,1695595.216,1745318.502,74221,75906,77522,79421,19777.5,19415.77,21872.44,21975.53
33,3305554,Serop‚dica,7834.718,10786.21,11474.803,12213.168,240220.968,329775.105,367676.495,668457.812,261216.524,307315.099,346726.848,517966.066,325524.058,363249.266,393094.397,459301.902,834796.268,1011125.68,1118972.543,1657938.948,80189.34,91564.001,107692.385,179184.572,914985.608,1102689.681,1226664.929,1837123.52,78183,79179,80138,81260,11703.13,13926.54,15306.91,22607.97
33,3305604,Silva Jardim,11208.153,14855.443,17729.095,21605.721,19395.769,18266.847,23386.489,35246.192,68848.67,74994.297,83447.949,99419.538,112328.162,122957.721,136183.101,156434.663,211780.754,231074.308,260746.634,312706.114,14959.084,15730.198,16089.655,25494.005,226739.838,246804.506,276836.29,338200.119,21360,21356,21362,21366,10615.16,11556.68,12959.29,15828.89
33,3305703,Sumidouro,61656.615,110024.797,110449.515,94385.276,12213.05,14018.758,14269.33,15209.693,35697.136,45985.426,48828.062,47233.486,72806.408,80629.973,87782.511,98960.611,182373.209,250658.954,261329.418,255789.067,26297.304,35227.586,27649.804,57921.69,208670.513,285886.541,288979.222,313710.757,14920,14956,15010,15070,13985.96,19115.17,19252.45,20816.9
33,3305752,Tangu ,3402.763,4074.957,4399.404,5399.337,60608.826,89201.363,89171.431,80132.138,120904.163,152105.235,169850.974,159425.522,134334.353,151059.791,164365.193,185037.252,319250.106,396441.346,427787.002,429994.249,22148.448,28084.505,27027.325,26248.46,341398.554,424525.852,454814.327,456242.709,30731,31091,31438,31844,11109.26,13654.3,14467.02,14327.43
33,3305802,Teres¢polis,125317.83,231987.867,231242.928,193767.445,440255.056,588642.708,703145.707,685669.633,1331337.311,1351053.028,1755391.034,1746205.124,698914.801,767731.623,821825.29,929097.976,2595824.998,2939415.225,3511604.959,3554740.179,318622.305,357799.037,390347.318,427585.149,2914447.303,3297214.262,3901952.277,3982325.327,163805,165716,167622,169849,17792.18,19896.78,23278.28,23446.27
33,3305901,Trajano de Moraes,11079.516,13861.047,18377.019,17964.912,4614.293,5137.911,8038.937,10848.15,21252.505,30858.527,36656.315,39811.948,48002.373,58719.409,62757.802,71388.406,84948.687,108576.893,125830.072,140013.416,4949.266,6653.299,7462.735,13435.146,89897.953,115230.193,133292.808,153448.561,10281,10309,10327,10347,8744.09,11177.63,12907.21,14830.25
33,3306008,Trˆs Rios,8162.696,9316.809,11518.322,15400.527,477092.484,496578.542,748726.648,894969.256,730159.506,745480.554,859969.14,1052024.506,321372.606,354511.159,384725.577,455536.562,1536787.292,1605887.063,2004939.687,2417930.851,312221.957,340406.834,405893.677,468205.794,1849009.249,1946293.897,2410833.364,2886136.645,77503,77851,78256,78723,23857.26,25000.24,30807.01,36661.92
33,3306107,Valen‡a,20895.908,25568.677,32628.956,39941.842,243904.611,232964.7,289844.257,347731.555,373404.481,387895.493,435038.366,488046.163,294886.222,336098.042,356715.955,397216.224,933091.223,982526.912,1114227.534,1272935.784,94874.56,96327.708,104367.607,130400.782,1027965.783,1078854.62,1218595.141,1403336.566,71894,72268,72679,73154,14298.35,14928.52,16766.81,19183.32
33,3306156,Varre-Sai,14673.396,21211.726,22476.307,17404.225,5156.28,5943.83,7021.475,8523.365,27737.026,36031.027,44410.094,35743.979,48392.399,52417.445,57162.923,66238.594,95959.1,115604.026,131070.798,127910.162,-12936.859,-9866.83,-7656.622,-885.463,83022.242,105737.196,123414.176,127024.699,9503,9600,9720,9861,8736.42,11014.29,12696.93,12881.52
33,3306206,Vassouras,25056.017,27401.575,31007.382,23534.991,41525.599,55221.035,121771.051,113821.533,236338.382,247877.57,293455.864,314441.947,153485.149,170890.247,206065.531,206488.443,456405.148,501390.427,652299.829,658286.914,38655.45,42323.553,46152.799,64307.92,495060.598,543713.98,698452.627,722594.834,34439,34638,34858,35112,14375,15697.04,20037.08,20579.71
33,3306305,Volta Redonda,3494.198,4153.085,4789.294,5194.025,3841275.108,3469983.775,3865500.38,3540361.797,3138576.568,3333292.918,3486465.589,3833834.045,1119857.472,1253322.36,1333763,1507360.164,8103203.346,8060752.137,8690518.263,8886750.031,1576284.752,1616553.098,1613659.967,1506158.589,9679488.099,9677305.235,10304178.23,10392908.62,257996,259012,260180,261522,37517.98,37362.38,39604.04,39740.09
